"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"Our Westboro home is in a fantastic neighbourhood, just minutes from Parliament Hill by car. The location is super convenient, with a bus stop right across the street for the bus that will take you downtown, driveway parking so you can leave your car, and easy access to both the highway and the river. The king-sized bed is incredibly comfortable, the ensuite boasts a luxurious steam shower, and the kitchen is fully equipped. Let this be your home away from home in the nation's capital!<br /><br /><b>The space</b><br />The bedroom overlooking the backyard boasts a ridiculously comfortable king-sized bed and an amazing en-suite bathroom with a tiled steam shower. And with double sinks, two can get ready at the same time in the morning! There is also a powder room at the front of the house.<br /><br />The home is ideal for a couple.  However, at the front of the house, there is an office with a desk, single pull-out couch (picture out of date) and sliding doors that could double as a seco","The house is located in an amazing neighbourhood just west of downtown, and is very close to Island Park, the Civic Hospital, the Royal Ottawa and Tunney's Pasture. The house is right between Westboro and Wellington West, both neighbourhoods with a ton of great shops, restaurants and cafés. Check out our guidebooks for recommendations. <br /><br />There are two grocery stores and two liquor stores within a 5 minute walk from the house, which is incredibly convenient.","within a few hours","100%","82%","t","",3,3,"t","t","Kitchissippi",NA,45.38982,-75.74281,"Entire house","Entire home/apt",3,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$110.00",4,90,"t",82,9,0,"2017-07-02","2020-09-14",99,10,10,10,10,10,10,"f",2,2,0,1.86
"Well furnished warm Condo and a parking available.  It has an outdoor sitting area accessible from the living room. It has a good location, 10 minutes to dowtown Ottawa and Ottawa U. There is also a good shopping districts less than 10 min away, Train Yards and the St-Laurent shopping center.  It is also equipped with a stacked washer/dryer.<br /><br /><b>The space</b><br />Guests have access to the entire condo.","","N/A","N/A","N/A","f","",2,2,"t","t","Beacon Hill-Cyrville",NA,45.42575,-75.62687,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Elevator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox""]","$83.00",3,1124,"t",88,0,0,"2016-03-01","2019-11-30",98,10,10,10,10,9,10,"f",2,2,0,1.46
"My place is close to the city centre, family-friendly activities, public transport, and nightlife. You’ll love my place because of the ambiance, the outdoors space, the neighbourhood, the light, and the comfy bed. My place is good for couples, solo adventurers, and business travellers.","","N/A","N/A","100%","t","",1,1,"t","t","Somerset",NA,45.41565,-75.69965,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Wifi"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$74.00",5,1125,"t",44,0,0,"2016-07-03","2019-09-02",95,10,9,10,10,10,10,"f",1,1,0,0.78
"Bright, Comfortable and Cosy Studio in Downtown Ottawa, with all important amenities (Shoppers, Loblows, SOBEYS, Starbucks,  SecondCup... ) and Touristic sites are walking distance Parliament, Rideau Center, Rideau Canal, BuyWord.<br /><br /><b>The space</b><br />Furnished STUDIO, fully equipped kitchen and bathroom.<br /><br /><b>Guest access</b><br />The entire place<br /><br /><b>Other things to note</b><br />I have cut my WiFi because I am leaving town at the end of August 2018.<br />Also, please note that the company has strict policy about the keys loss. So if you lose your key or keys there will be a one time $60 fee to replace it. <br />The loss of keys results in the change of the entire locking system. The keys must be replaced with a new one to ensure the tenants safety. <br />So please do not lose your keys.","Ideal for a weekend getaway. Peaceful and Comfortable. Lots of Coffee Shops, Restaurants, Pubs, MOVIES Theaters,  Nightlife, Summorset Villages around the corner, China Town is a walking distance as well. <br />Everything is walking distance. So no need for a taxi or bus. <br />You can bike around the Rideau Canales,  really relaxing!!!<br />*Remeber, you share the studio with another guest.","N/A","N/A","N/A","f","",2,2,"t","f","Somerset",NA,45.41852,-75.69435,"Shared room in apartment","Shared room",2,NA,1,2,"[""Essentials"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Host greets you"", ""Kitchen"", ""Heating"", ""Iron"", ""Pool"", ""Shampoo"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$49.00",2,15,"t",15,0,0,"2017-10-31","2019-08-04",89,9,9,9,9,10,9,"t",1,0,0,0.37
"My place is close to Algonquin college (within walking distance), public transport (94, 95, and a few other bus routes that directly leads to downtown Ottawa) and parks. You’ll love my place because of the neighbourhood and the cosiness. My place is good for couples, solo adventurers, and business travellers. You will have to yourself a good King sized bed and your own bathroom","","within an hour","100%","100%","f","",1,1,"t","f","College",NA,45.33934,-75.75798,"Private room in house","Private room",1,NA,1,1,"[""Essentials"", ""Paid parking on premises"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace""]","$38.00",1,1125,"t",79,9,2,"2016-10-10","2021-02-04",94,10,9,10,10,10,10,"t",1,0,1,1.49
"Beautiful and bright 2+ bedroom in an unbelievable location, just a 2 minute walk from Lansdowne Park & TD Place in the heart of the hip and historic Glebe. You have got to see the newly renovated kitchen with granite counters, it’s equipped with everything you need to cook up a gourmet meal with the ingredients you bought at the Whole Foods Market 2 blocks away.  Two bedrooms with queen beds: the 3rd floor loft bedroom is beautiful and bright thanks to two big skylights. More below!<br /><br /><b>The space</b><br />You're still with us? Good! Where were we.. Have we mentioned the Den yet? It has a comfy day bed to curl up and read a book and a desk in case your work has followed you to Ottawa. The den is basically a 3rd bedroom. The day bed conveniently converts into a 3rd queen bed. The sliding doors off the Den take you right onto the exterior deck where you can chill out with a cold glass of just about anything. Parking spot is included at the front of the house.<br /><br />Full re","In the Glebe, everyone’s a local. From Bank Street shopping and some of Ottawa's best restaurants to the spectacular Rideau Canal and thrills of Lansdowne Park, the experience you're looking for is waiting for you.<br /><br />Ottawa boasts much more and you are nearby to so many major attractions: Parliament, ByWard Market, Rideau Centre, National Art Gallery, Sparks Street, Museum of Nature, Elgin Street.","within an hour","100%","96%","t","",1,1,"t","t","Capital",NA,45.39999,-75.68554,"Entire apartment","Entire home/apt",6,NA,3,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""High chair"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher""]","$100.00",2,1125,"t",277,33,0,"2017-05-25","2021-01-10",98,10,10,10,10,10,10,"f",1,1,0,6.11
"Quiet, clean, cozy bedroom in the serene neighborhood of Bridlewood, Kanata (Ottawa). <br /><br />My townhouse is a 2 minute walk to the bus stop (66, 168) and close to amenities such as the Eagleson Park Ride, Walmart Supercenter, Costco, Canadian Tire Center, Tanger outlet mall...just to name a few! <br /><br />Wifi & driveway and/or street parking available.<br /><br />Shared bathroom with one other person.<br /><br /><b>Guest access</b><br />You have access to shared spaces in the whole house (kitchen, living room, basement, backyard), as long as you're mindful of personal belongings and others in the house","","N/A","N/A","N/A","f","",1,1,"t","t","Kanata South",NA,45.27874,-75.84567,"Private room in house","Private room",1,NA,1,1,"[""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Heating"", ""Long term stays allowed"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$23.00",7,60,"t",9,0,0,"2017-07-25","2019-06-01",100,10,10,9,10,10,10,"t",1,0,1,0.21
"Luxurious professionally furnished and decorated condo in the heart of downtown Ottawa. (our designer just completed it in October 2017)  <br /><br />Only one block away from Parliament, Byward Market, Rideau Centre, the University of Ottawa, Sparks Street, and much more! Walking distance to everything. Best location in the entire city.<br />Laundry in unit.  <br /><br />Building amenities include terrace with a hot tub, exercise room, lounge and private screening room. <br /><br />We welcome small pets (under 20lbs).<br /><br />Enjoy!<br /><br /><b>The space</b><br />This property is five star in every category possible. Location wise, it cannot be beat. One block away from everything. Located right downtown. Boutiques, shops, bistros, concert halls, museums,  you name it, we are in the centre of it all.<br /><br />The condo itself is professionally decorated and designed to the highest standards. Everything about this condo is ultra high end. From the Italian made furniture, to the e","Location location location. You are in the centre of all the action - downtown Ottawa.","within an hour","100%","89%","t","",4,4,"t","t","Somerset",NA,45.41991,-75.69897,"Entire condominium","Entire home/apt",2,NA,1,4,"[""Gym"", ""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Hot tub"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises"", ""Dishwasher""]","$100.00",30,1125,"t",8,0,0,"2017-10-30","2019-01-25",94,9,10,10,10,10,10,"f",2,2,0,0.2
"Walking distance to Ottawa Green Belt, where you can go bicycling and cross-country skiing. <br /><br />Quiet, friendly family oriented neighbourhood. Close to buses and train. Close to Ottawa river, highway and less than 15min to downtown by car. Walking distance to grocery store, pharmacy and Tim Horton<br />There is a closed, desk, small size fridge and microwave in the room. No access to the kitchen and laundry.<br /><br /><b>Guest access</b><br />Guests will have access to the bathroom.<br /><br /><b>Other things to note</b><br />If guests smoke, then they should not book this place. <br />No walking with outside shoes in the house. No loud noises, derogatory language, overnight guests, or late checks in.","The neighbourhood is quite, family oriented, friendly , close to Ottawa river and the Green belt. Lots of parks and bike pathways around.","N/A","N/A","50%","f","",3,3,"t","t","Innes",NA,45.43961,-75.56868,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""Free street parking"", ""Hair dryer"", ""Wifi"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Iron"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Shower gel"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Portable fans"", ""Dedicated workspace""]","$60.00",1,7,"t",12,0,0,"2018-04-25","2019-09-18",93,9,10,10,9,9,9,"f",1,0,1,0.35
"Comfortable, welcoming, and tastefully decorated. <br />Double (blue) Bedroom available for $85 /night for 1 or 2 persons + $25 / night for 3d person using the sofa bed in the living room.<br /><br /><b>The space</b><br />Welcome to this quiet yet central location. It is possible to rent just 1 bedroom or, on certain weekends, the entire apartment could be made available.  Ideal location for graduate students at uOttawa; GAC employees on home visits; professionals needing quick access to downtown; tourists/visitors; parents moving kids to campus; families attending special events.<br /><br /><b>Guest access</b><br />The front entrance has a staircase of 10 steps. The apartment is on the main floor with no additional steps to climb, nor any inside the apartment.<br /><br /><b>Other things to note</b><br />We include breakfast items (coffee, milk, sugar, tea, bread, fruit, oatmeal, pancake mix, cereal, yogurt, eggs) but it is up to guests to prepare their own breakfast. PLEASE advise if ","This neighbourhood was built after WWII with little houses for returning soldiers and their families.  Our street is particularly quiet and attracts families because of the  2 elementary schools within 2 blocks. Some of my neighbours have lived here for over 25 years and love it. I can see why! It's close to everything you need, and there's easy access to the Queensway (highway) to go east or west. The University of Ottawa and downtown are 3.5 kms away, just a few minutes by bus/car/bike/walk.  What's not to like?","N/A","N/A","N/A","f","",1,1,"t","t","Rideau-Vanier",NA,45.43853,-75.66628,"Shared room in apartment","Shared room",3,NA,1,2,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Portable fans"", ""Fire extinguisher"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Piano"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Electric stove"", ""Dishes and silverware"", ""Oven"", ""Breakfast""]","$85.00",2,14,"t",1,0,0,"2018-08-01","2018-08-01",NA,NA,NA,NA,NA,NA,NA,"f",1,0,0,0.03
